Date,Open,High,Low,Close
2002-12-10,1058.35,1066.10,1045.65,1063.70
2002-12-11,1064.10,1076.95,1062.30,1069.70
2002-12-12,1069.95,1078.85,1066.80,1077.00
2002-12-13,1074.45,1087.35,1074.45,1086.20
2002-12-16,1089.00,1100.00,1075.55,1078.40
2002-12-17,1078.70,1084.95,1069.00,1073.20
2002-12-18,1073.20,1083.65,1072.85,1077.90
2002-12-19,1077.85,1079.90,1070.50,1076.00
2002-12-20,1075.45,1084.95,1075.40,1079.30
2002-12-23,1079.30,1082.60,1073.35,1076.00
2002-12-24,1075.95,1087.00,1072.65,1085.00
2002-12-26,1085.05,1100.40,1085.05,1094.80
2002-12-27,1095.65,1103.95,1095.60,1098.40
2002-12-30,1095.80,1095.80,1084.35,1091.90
2002-12-31,1091.85,1100.10,1091.70,1093.50
2003-01-01,1093.60,1102.10,1093.60,1100.10
2003-01-02,1100.55,1105.60,1091.20,1093.00
2003-01-03,1094.45,1099.85,1087.30,1089.60
2003-01-06,1089.75,1093.05,1081.25,1084.30
2003-01-07,1084.40,1089.85,1078.95,1081.80
2003-01-08,1082.40,1091.45,1082.30,1089.30
2003-01-09,1089.75,1099.15,1087.75,1097.30
2003-01-10,1097.60,1103.25,1077.40,1080.20
2003-01-13,1080.25,1080.40,1070.75,1073.70
2003-01-14,1072.70,1080.80,1070.30,1078.90
2003-01-15,1077.90,1087.50,1077.80,1085.00
2003-01-16,1085.05,1091.35,1083.95,1088.30
2003-01-17,1089.30,1090.25,1083.20,1086.50
2003-01-20,1086.25,1087.00,1074.20,1076.30
2003-01-21,1076.30,1080.50,1074.10,1077.90
2003-01-22,1078.45,1086.20,1073.60,1082.90
2003-01-23,1081.40,1083.15,1069.05,1070.90
2003-01-24,1070.60,1075.20,1053.40,1056.00
2003-01-27,1057.80,1059.35,1030.35,1037.60
2003-01-28,1036.35,1047.95,1026.75,1046.20
2003-01-29,1059.80,1059.80,1033.30,1037.20
2003-01-30,1037.15,1050.55,1031.35,1034.60
2003-01-31,1034.75,1044.25,1026.20,1041.80
2003-02-03,1040.25,1056.60,1036.50,1055.30
2003-02-04,1056.55,1063.70,1050.45,1054.80
2003-02-05,1054.30,1054.65,1041.75,1047.40
2003-02-06,1047.25,1065.95,1043.70,1063.60
2003-02-07,1063.75,1065.80,1055.50,1057.50
2003-02-10,1058.20,1058.75,1047.15,1048.60
2003-02-11,1048.60,1055.80,1044.55,1048.00
2003-02-12,1048.15,1051.00,1040.40,1044.40
2003-02-14,1044.45,1047.05,1034.10,1036.00
2003-02-17,1036.20,1060.50,1036.20,1058.20
2003-02-18,1058.95,1065.15,1057.60,1059.30
2003-02-19,1059.30,1068.80,1059.30,1064.30
2003-02-20,1064.15,1071.70,1058.35,1065.60
2003-02-21,1065.60,1069.20,1061.10,1066.10
2003-02-24,1066.20,1075.50,1066.20,1070.10
2003-02-25,1070.10,1073.25,1054.90,1055.50
2003-02-26,1055.60,1059.60,1048.20,1049.60
2003-02-27,1049.60,1057.45,1044.90,1052.90
2003-02-28,1053.65,1068.65,1053.65,1063.40
2003-03-03,1063.55,1070.85,1057.55,1058.80
2003-03-04,1058.70,1058.70,1045.20,1046.60
2003-03-05,1046.55,1046.55,1029.90,1040.70
2003-03-06,1040.30,1040.75,1029.55,1031.20
2003-03-07,1031.05,1031.05,1014.30,1017.10
2003-03-10,1017.10,1021.50,1004.35,1006.70
2003-03-11,1006.65,1016.70,998.95,1014.50
2003-03-12,1014.25,1017.75,1000.05,1001.70
2003-03-13,1001.50,1006.40,994.20,999.65
2003-03-17,999.70,1000.85,982.70,993.00
2003-03-19,993.35,1011.45,992.90,1003.90
2003-03-20,1003.45,1028.90,1001.75,1025.20
2003-03-21,1025.55,1033.70,1022.05,1030.50
2003-03-22,1030.60,1039.80,1030.60,1037.10
2003-03-24,1037.15,1038.55,1011.95,1013.90
2003-03-25,1013.50,1013.50,998.40,1011.30
2003-03-26,1011.55,1019.90,1004.85,1013.80
2003-03-27,1013.90,1013.90,999.60,1002.70
2003-03-28,1002.80,1006.30,996.75,1000.60
2003-03-31,1000.60,1000.60,974.10,978.20
2003-04-01,977.40,992.05,973.50,984.30
2003-04-02,984.45,1002.10,984.45,999.40
2003-04-03,999.55,1010.75,999.55,1009.10
2003-04-04,1009.15,1018.25,1002.75,1016.90
2003-04-07,1017.05,1033.45,1017.05,1031.50
2003-04-08,1032.00,1032.00,1016.60,1018.10
2003-04-09,1018.00,1018.00,1002.30,1004.80
2003-04-10,1003.80,1003.80,958.20,962.20
2003-04-11,958.90,965.15,935.70,949.80
2003-04-15,951.80,964.20,938.80,951.20
2003-04-16,950.65,961.75,949.00,958.65
2003-04-17,958.65,958.65,936.70,940.70
2003-04-21,941.50,949.70,941.50,947.20
2003-04-22,947.10,951.40,937.85,943.50
2003-04-23,943.75,951.20,931.50,934.20
2003-04-24,934.20,943.15,927.80,929.70
2003-04-25,929.45,931.35,921.10,924.30
2003-04-28,922.85,931.05,920.00,929.50
2003-04-29,929.75,936.90,929.75,932.30
2003-04-30,935.25,935.55,929.85,934.05
2003-05-02,930.90,940.20,930.80,938.30
2003-05-05,937.45,948.95,936.65,945.40
2003-05-06,945.85,955.00,943.20,951.85
2003-05-07,950.40,956.65,948.90,950.15
2003-05-08,950.15,951.30,938.70,941.55
2003-05-09,941.60,941.65,935.80,937.85
2003-05-12,938.50,944.45,934.00,936.00
2003-05-13,936.90,945.80,936.70,944.20
2003-05-14,944.20,953.45,943.15,952.15
2003-05-15,952.15,961.60,951.15,959.85
2003-05-16,959.85,974.40,959.85,973.10
2003-05-19,973.70,979.85,964.60,966.55
2003-05-20,964.65,974.05,959.80,971.55
2003-05-21,972.05,980.75,965.55,968.00
2003-05-22,967.95,972.40,960.05,963.25
2003-05-23,963.50,972.90,962.40,967.90
2003-05-26,967.85,983.90,967.10,982.45
2003-05-27,982.35,990.00,974.25,976.85
2003-05-28,977.65,992.25,977.55,990.80
2003-05-29,990.80,1004.85,989.50,1002.60
2003-05-30,1000.05,1013.85,994.65,1006.80
2003-06-02,1006.85,1020.50,1004.70,1015.10
2003-06-03,1015.90,1016.90,1007.65,1010.60
2003-06-04,1010.70,1022.75,1010.10,1021.00
2003-06-05,1021.10,1038.30,1021.10,1035.00
2003-06-06,1036.20,1048.85,1035.95,1046.40
2003-06-09,1046.00,1057.05,1039.85,1052.10
2003-06-10,1052.00,1056.55,1033.95,1037.80
2003-06-11,1038.00,1048.25,1035.00,1044.10
2003-06-12,1044.20,1052.60,1043.10,1051.30
2003-06-13,1050.95,1059.45,1050.95,1056.20
2003-06-16,1056.50,1059.80,1045.55,1051.80
2003-06-17,1052.30,1083.20,1052.30,1081.90
2003-06-18,1082.80,1093.20,1080.90,1086.70
2003-06-19,1085.95,1097.00,1078.90,1092.50
2003-06-20,1092.65,1101.60,1081.35,1100.20
2003-06-23,1100.60,1106.15,1087.65,1089.20
2003-06-24,1089.20,1092.65,1079.10,1085.30
2003-06-25,1085.65,1109.75,1084.35,1106.60
2003-06-26,1106.80,1118.90,1106.80,1116.30
2003-06-27,1117.45,1126.80,1109.35,1125.50
2003-06-30,1125.60,1141.30,1125.50,1134.10
2003-07-01,1133.95,1139.00,1125.75,1130.70
2003-07-02,1131.55,1145.40,1130.20,1133.80
2003-07-03,1133.80,1150.75,1126.35,1144.60
2003-07-04,1145.60,1148.85,1134.00,1138.40
2003-07-07,1138.90,1145.75,1134.60,1140.50
2003-07-08,1141.45,1153.15,1141.30,1145.90
2003-07-09,1146.35,1155.30,1137.15,1141.00
2003-07-10,1146.00,1163.60,1146.00,1162.30
2003-07-11,1162.30,1170.75,1157.45,1161.60
2003-07-14,1161.20,1173.95,1161.20,1171.50
2003-07-15,1171.50,1175.55,1148.80,1159.80
2003-07-16,1158.70,1170.45,1148.60,1168.70
2003-07-17,1168.85,1175.95,1145.65,1152.00
2003-07-18,1151.85,1162.60,1130.45,1140.00
2003-07-21,1140.00,1146.40,1112.55,1115.80
2003-07-22,1115.35,1118.25,1089.30,1109.20
2003-07-23,1109.60,1124.70,1109.60,1119.00
2003-07-24,1119.95,1144.35,1118.55,1139.40
2003-07-25,1135.50,1164.70,1135.05,1162.70
2003-07-28,1163.25,1180.60,1163.25,1169.20
2003-07-29,1169.25,1177.25,1154.80,1174.70
2003-07-30,1175.30,1187.70,1168.45,1183.00
2003-07-31,1183.30,1198.50,1181.90,1185.80
2003-08-01,1185.80,1198.80,1180.30,1195.70
2003-08-04,1196.05,1206.10,1185.95,1203.60
2003-08-05,1203.90,1218.50,1181.00,1184.40
2003-08-06,1184.10,1191.05,1164.75,1171.00
2003-08-07,1170.75,1199.70,1170.75,1196.90
2003-08-08,1199.70,1224.50,1199.70,1222.60
2003-08-11,1222.60,1240.35,1215.75,1232.80
2003-08-12,1233.95,1249.35,1229.80,1234.70
2003-08-13,1235.35,1249.35,1229.30,1246.90
2003-08-14,1247.00,1260.35,1243.40,1247.70
2003-08-18,1247.90,1285.70,1247.90,1281.40
2003-08-19,1286.05,1307.60,1268.10,1277.70
2003-08-20,1280.80,1292.95,1280.80,1287.40
2003-08-21,1288.20,1304.15,1287.00,1300.90
2003-08-22,1301.50,1319.45,1298.80,1311.10
2003-08-25,1311.95,1332.55,1245.85,1271.10
2003-08-26,1270.20,1322.95,1269.50,1318.20
2003-08-27,1318.75,1346.30,1318.75,1340.30
2003-08-28,1340.20,1349.00,1328.35,1341.00
2003-08-29,1341.20,1365.80,1340.80,1356.50
2003-09-01,1356.70,1379.40,1356.65,1375.90
2003-09-02,1375.95,1388.95,1366.90,1385.40
2003-09-03,1387.20,1394.95,1353.60,1359.30
2003-09-04,1358.90,1382.60,1355.80,1372.70
2003-09-05,1373.00,1400.90,1372.75,1398.40
2003-09-08,1398.40,1420.25,1398.35,1417.30
2003-09-09,1417.80,1430.70,1397.65,1407.00
2003-09-10,1407.00,1414.10,1389.65,1409.50
2003-09-11,1409.65,1422.40,1399.60,1403.10
2003-09-12,1405.55,1415.65,1367.15,1372.10
2003-09-15,1371.75,1371.85,1322.65,1329.20
2003-09-16,1330.15,1362.10,1299.50,1357.90
2003-09-17,1357.95,1377.45,1332.20,1341.60
2003-09-18,1341.45,1342.60,1299.25,1302.30
2003-09-19,1303.20,1331.05,1285.25,1322.10
2003-09-22,1319.25,1333.55,1300.25,1302.90
2003-09-23,1302.85,1333.70,1290.55,1328.20
2003-09-24,1324.85,1373.90,1322.65,1372.00
2003-09-25,1371.45,1377.25,1352.80,1357.20
2003-09-26,1357.55,1389.30,1357.35,1386.90
2003-09-29,1386.90,1422.35,1386.10,1399.90
2003-09-30,1400.70,1418.10,1399.80,1417.10
2003-10-01,1416.60,1430.90,1407.95,1420.80
2003-10-03,1420.85,1451.20,1420.85,1449.30
2003-10-06,1449.45,1481.05,1423.75,1478.90
2003-10-07,1478.95,1498.45,1467.75,1477.80
2003-10-08,1477.85,1493.05,1460.60,1478.60
2003-10-09,1487.85,1505.05,1478.40,1502.10
2003-10-10,1507.10,1527.25,1505.10,1523.10
2003-10-13,1523.35,1550.90,1516.05,1546.70
2003-10-14,1548.70,1562.85,1513.75,1520.80
2003-10-15,1521.45,1543.85,1503.00,1537.00
2003-10-16,1537.30,1563.40,1537.30,1555.70
2003-10-17,1565.20,1574.10,1552.15,1569.40
2003-10-20,1569.70,1574.10,1536.50,1542.70
2003-10-21,1546.20,1549.65,1496.95,1506.50
2003-10-22,1506.75,1522.65,1483.00,1494.10
2003-10-23,1494.75,1503.00,1466.25,1470.40
2003-10-24,1485.80,1512.55,1434.75,1506.00
2003-10-25,1506.05,1533.05,1506.05,1521.90
2003-10-27,1522.05,1524.05,1482.00,1485.30
2003-10-28,1485.45,1500.80,1471.30,1481.70
2003-10-29,1481.30,1501.70,1477.10,1498.40
2003-10-30,1499.25,1524.25,1495.80,1516.80
2003-10-31,1517.10,1559.75,1515.55,1555.90
2003-11-03,1556.50,1605.60,1556.50,1601.60
2003-11-04,1601.30,1626.40,1601.30,1618.70
2003-11-05,1618.70,1627.60,1592.55,1609.10
2003-11-06,1610.55,1630.25,1605.40,1612.20
2003-11-07,1612.10,1624.50,1585.35,1592.00
2003-11-10,1603.55,1603.65,1568.10,1594.50
2003-11-11,1594.50,1608.85,1590.95,1601.10
2003-11-12,1601.30,1617.75,1598.00,1603.80
2003-11-13,1610.40,1616.15,1573.60,1579.90
2003-11-14,1577.20,1580.30,1544.75,1550.40
2003-11-15,1549.65,1571.30,1542.00,1562.80
2003-11-17,1563.10,1584.75,1554.40,1579.90
2003-11-18,1579.15,1591.25,1557.20,1564.40
2003-11-19,1563.95,1564.00,1534.35,1540.60
2003-11-20,1542.85,1558.15,1517.90,1522.30
2003-11-21,1520.40,1547.00,1509.15,1540.70
2003-11-24,1541.35,1554.05,1536.50,1543.90
2003-11-25,1543.95,1572.05,1543.95,1568.60
2003-11-27,1568.85,1602.60,1568.70,1598.30
2003-11-28,1598.55,1618.95,1598.55,1615.20
2003-12-01,1615.85,1660.55,1615.70,1657.60
2003-12-02,1657.65,1671.85,1639.65,1658.50
2003-12-03,1660.70,1676.20,1655.90,1670.50
2003-12-04,1670.65,1683.75,1656.10,1675.20
2003-12-05,1675.50,1688.25,1642.05,1645.80
2003-12-08,1644.85,1654.35,1631.85,1646.20
2003-12-09,1646.40,1677.90,1646.40,1675.80
2003-12-10,1675.75,1697.30,1672.65,1686.90
2003-12-11,1688.35,1701.70,1678.35,1695.40
2003-12-12,1695.80,1705.95,1686.45,1698.90
2003-12-15,1699.70,1728.00,1699.70,1723.90
2003-12-16,1723.90,1740.30,1711.30,1736.20
2003-12-17,1736.35,1746.20,1725.40,1733.20
2003-12-18,1733.20,1759.00,1725.85,1756.10
2003-12-19,1757.00,1783.70,1755.40,1778.50
2003-12-22,1778.85,1794.30,1778.40,1789.10
2003-12-23,1789.10,1800.90,1751.05,1780.30
2003-12-24,1788.45,1815.60,1780.30,1808.70
2003-12-26,1804.70,1840.35,1804.70,1837.00
2003-12-29,1838.05,1876.00,1837.65,1874.00
2003-12-30,1878.90,1914.40,1858.55,1873.20
2003-12-31,1868.90,1895.65,1852.50,1879.70
2004-01-01,1880.35,1917.05,1880.35,1912.20
2004-01-02,1912.25,1951.70,1911.05,1946.00
2004-01-05,1946.30,1969.20,1930.75,1955.00
2004-01-06,1955.10,1979.05,1908.75,1926.70
2004-01-07,1927.95,1930.95,1888.10,1916.70
2004-01-08,1918.10,1973.45,1918.10,1968.50
2004-01-09,1969.00,2014.65,1957.45,1971.90
2004-01-12,1972.00,1980.55,1936.75,1945.60
2004-01-13,1944.70,1967.85,1926.10,1963.60
2004-01-14,1987.40,1995.20,1970.10,1982.10
2004-01-15,1983.20,2000.30,1933.25,1944.40
2004-01-16,1944.15,1953.05,1887.10,1900.60
2004-01-19,1901.90,1943.10,1874.95,1935.30
2004-01-20,1928.80,1957.65,1876.85,1893.20
2004-01-21,1895.45,1899.55,1811.35,1824.60
2004-01-22,1824.70,1854.55,1756.25,1770.50
2004-01-23,1771.10,1858.50,1771.10,1847.50
2004-01-27,1847.90,1911.30,1844.65,1904.70
2004-01-28,1903.90,1918.45,1846.35,1863.10
2004-01-29,1863.00,1883.10,1827.25,1843.60
2004-01-30,1843.70,1860.40,1804.30,1809.70
2004-02-03,1809.30,1815.95,1755.65,1769.00
2004-02-04,1769.10,1829.65,1761.75,1822.20
2004-02-05,1823.50,1846.75,1787.15,1804.50
2004-02-06,1804.35,1837.95,1797.95,1833.60
2004-02-09,1834.90,1885.20,1833.05,1880.70
2004-02-10,1880.85,1897.00,1861.65,1880.70
2004-02-11,1891.80,1894.80,1874.50,1891.50
2004-02-12,1892.20,1906.10,1869.25,1885.30
2004-02-13,1875.60,1916.20,1873.25,1913.60
2004-02-16,1914.45,1929.50,1909.45,1913.50
2004-02-17,1913.55,1926.15,1905.50,1920.10
2004-02-18,1920.00,1935.80,1912.60,1916.40
2004-02-19,1916.65,1919.70,1851.80,1858.30
2004-02-20,1858.25,1872.85,1831.15,1852.60
2004-02-23,1853.00,1867.25,1800.20,1808.20
2004-02-24,1808.40,1826.85,1780.35,1821.30
2004-02-25,1833.65,1834.10,1779.00,1786.80
2004-02-26,1787.45,1818.60,1760.55,1765.80
2004-02-27,1765.90,1807.45,1763.95,1800.30
2004-03-01,1798.35,1856.45,1795.35,1852.70
2004-03-03,1852.45,1868.25,1842.45,1860.40
2004-03-04,1859.30,1867.95,1831.20,1843.80
2004-03-05,1843.90,1871.10,1843.90,1867.70
2004-03-08,1868.15,1891.95,1867.95,1885.20
2004-03-09,1884.50,1898.70,1843.00,1866.00
2004-03-10,1866.30,1866.40,1835.80,1844.30
2004-03-11,1843.95,1843.95,1798.45,1805.40
2004-03-12,1805.20,1820.95,1775.90,1812.20
2004-03-15,1812.45,1836.00,1751.80,1763.40
2004-03-16,1763.35,1769.50,1730.10,1749.30
2004-03-17,1749.60,1765.05,1738.85,1749.80
2004-03-18,1750.00,1754.95,1708.30,1716.60
2004-03-19,1716.30,1738.60,1703.55,1725.10
2004-03-22,1726.30,1726.35,1678.40,1685.00
2004-03-23,1685.15,1710.45,1669.70,1696.40
2004-03-24,1697.40,1700.65,1676.40,1692.10
2004-03-25,1691.95,1720.65,1691.95,1704.40
2004-03-26,1704.45,1755.45,1703.80,1747.50
2004-03-29,1747.35,1766.15,1739.50,1762.00
2004-03-30,1762.15,1775.40,1746.25,1750.10
2004-03-31,1744.60,1775.30,1740.20,1771.90
2004-04-01,1771.45,1823.05,1771.45,1819.60
2004-04-02,1856.10,1856.30,1809.00,1841.10
2004-04-05,1841.10,1878.80,1840.00,1856.60
2004-04-06,1870.80,1876.15,1836.90,1851.10
2004-04-07,1856.40,1865.20,1833.95,1848.70
2004-04-08,1854.00,1864.95,1839.70,1853.50
2004-04-12,1860.30,1873.75,1828.95,1838.20
2004-04-13,1838.50,1885.15,1819.80,1878.40
2004-04-15,1878.50,1884.50,1855.00,1861.90
2004-04-16,1863.85,1882.55,1861.80,1868.90
2004-04-17,1869.20,1875.95,1864.95,1868.10
2004-04-19,1868.20,1876.20,1837.40,1844.00
2004-04-20,1844.40,1851.00,1832.00,1844.20
2004-04-21,1844.35,1876.00,1838.60,1873.30
2004-04-22,1873.55,1894.60,1871.00,1889.50
2004-04-23,1890.85,1912.35,1885.75,1892.40
2004-04-27,1890.05,1893.10,1814.00,1817.20
2004-04-28,1819.00,1833.95,1801.80,1816.50
2004-04-29,1816.70,1818.90,1793.10,1808.90
2004-04-30,1820.55,1841.45,1788.30,1796.10
2004-05-03,1796.10,1801.45,1742.80,1766.70
2004-05-04,1769.10,1803.15,1768.80,1793.10
2004-05-05,1789.45,1814.35,1788.10,1809.90
2004-05-06,1810.30,1837.95,1810.30,1832.80
2004-05-07,1832.85,1833.15,1796.95,1804.40
2004-05-10,1804.40,1804.40,1753.80,1769.10
2004-05-11,1768.70,1768.70,1692.90,1699.40
2004-05-12,1699.25,1721.35,1689.85,1711.10
2004-05-13,1707.95,1750.30,1625.10,1717.50
2004-05-14,1717.05,1722.80,1566.95,1582.40
2004-05-17,1582.50,1583.80,1292.20,1388.70
2004-05-18,1392.95,1517.60,1389.65,1503.90
2004-05-19,1508.05,1576.05,1508.05,1567.80
2004-05-20,1566.50,1591.05,1531.30,1543.80
2004-05-21,1545.05,1566.15,1498.10,1560.20
2004-05-24,1563.65,1613.60,1563.05,1608.80
2004-05-25,1608.90,1621.45,1566.40,1606.70
2004-05-26,1608.15,1625.70,1587.00,1598.80
2004-05-27,1590.15,1606.00,1576.05,1586.40
2004-05-28,1586.35,1587.10,1504.00,1508.70
2004-05-31,1507.05,1509.05,1456.20,1483.60
2004-06-01,1483.90,1529.60,1483.90,1507.90
2004-06-02,1508.00,1543.30,1508.00,1535.20
2004-06-03,1535.80,1566.50,1484.50,1495.10
2004-06-04,1494.85,1527.00,1480.80,1521.10
2004-06-07,1521.60,1557.50,1521.60,1542.50
2004-06-08,1542.60,1557.00,1526.45,1550.50
2004-06-09,1550.45,1561.60,1541.60,1548.30
2004-06-10,1547.70,1552.75,1535.00,1544.70
2004-06-11,1544.95,1547.40,1504.80,1508.40
2004-06-14,1508.15,1509.60,1474.65,1481.30
2004-06-15,1481.45,1507.85,1481.00,1501.00
2004-06-16,1500.95,1525.20,1490.45,1494.70
2004-06-17,1494.70,1519.20,1482.20,1512.00
2004-06-18,1511.95,1515.05,1485.05,1491.20
2004-06-21,1490.75,1499.80,1478.85,1482.00
2004-06-22,1482.85,1489.60,1467.65,1474.70
2004-06-23,1474.80,1481.45,1442.55,1446.10
2004-06-24,1445.35,1474.30,1437.90,1470.70
2004-06-25,1471.50,1494.00,1459.55,1488.50
2004-06-28,1488.60,1516.95,1488.60,1514.30
2004-06-29,1514.35,1528.50,1503.30,1518.30
2004-06-30,1518.70,1532.15,1501.70,1505.60
2004-07-01,1506.65,1539.15,1504.55,1537.20
2004-07-02,1537.05,1547.65,1516.15,1537.50
2004-07-05,1537.55,1546.00,1522.90,1526.80
2004-07-06,1526.65,1561.00,1524.15,1558.20
2004-07-07,1558.05,1578.50,1551.35,1566.80
2004-07-08,1567.25,1586.55,1504.50,1518.10
2004-07-09,1517.45,1557.75,1472.55,1553.20
2004-07-12,1548.60,1562.80,1537.70,1556.90
2004-07-13,1560.00,1569.75,1530.60,1539.30
2004-07-14,1535.10,1552.25,1519.35,1522.70
2004-07-15,1523.10,1543.25,1517.80,1539.40
2004-07-16,1538.15,1562.00,1533.65,1558.80
2004-07-19,1559.20,1582.35,1556.55,1571.60
2004-07-20,1571.70,1581.05,1555.55,1566.10
2004-07-21,1566.15,1600.70,1562.90,1581.40
2004-07-22,1581.60,1609.55,1580.95,1598.10
2004-07-23,1587.60,1610.85,1587.60,1601.60
2004-07-26,1602.15,1620.35,1584.65,1618.00
2004-07-27,1617.95,1629.35,1597.20,1600.70
2004-07-28,1600.85,1609.45,1586.15,1594.10
2004-07-29,1594.70,1624.30,1590.15,1618.70
2004-07-30,1618.90,1638.70,1609.90,1632.30
2004-08-02,1631.55,1643.80,1627.25,1639.00
2004-08-03,1639.95,1648.35,1626.30,1630.60
2004-08-04,1631.30,1635.95,1618.20,1626.50
2004-08-05,1626.40,1656.25,1626.40,1654.90
2004-08-06,1654.85,1658.70,1626.70,1633.40
2004-08-09,1633.25,1644.40,1617.05,1642.60
2004-08-10,1642.75,1656.60,1637.70,1652.10
2004-08-11,1652.10,1658.90,1616.85,1621.60
2004-08-12,1624.30,1629.15,1599.50,1607.20
2004-08-13,1598.20,1612.70,1591.60,1598.20
2004-08-16,1597.50,1603.20,1582.35,1599.10
2004-08-17,1624.00,1628.45,1597.45,1604.30
2004-08-18,1604.15,1604.15,1577.25,1581.80
2004-08-19,1581.90,1612.50,1581.90,1609.20
2004-08-20,1609.20,1610.60,1584.05,1590.30
2004-08-23,1590.90,1595.55,1573.70,1578.20
2004-08-24,1578.20,1597.90,1578.05,1591.60
2004-08-25,1592.20,1598.55,1586.35,1595.70
2004-08-26,1595.75,1613.25,1593.45,1610.70
2004-08-27,1610.85,1617.25,1600.15,1609.00
2004-08-30,1609.45,1629.90,1609.20,1628.40
2004-08-31,1628.50,1634.80,1618.30,1631.70
2004-09-01,1631.70,1640.55,1631.10,1635.40
2004-09-02,1635.50,1641.25,1619.90,1629.30
2004-09-03,1629.65,1636.10,1622.10,1634.10
2004-09-06,1634.60,1649.15,1634.45,1644.00
2004-09-07,1643.95,1653.15,1641.80,1650.10
2004-09-08,1650.60,1658.85,1648.25,1656.20
2004-09-09,1656.25,1662.40,1640.25,1649.00
2004-09-10,1649.45,1670.95,1642.35,1668.70
2004-09-13,1668.25,1681.75,1668.05,1675.20
2004-09-14,1675.20,1686.80,1668.45,1685.50
2004-09-15,1685.70,1694.45,1675.85,1683.20
2004-09-16,1683.60,1708.00,1677.35,1705.70
2004-09-17,1702.70,1736.40,1702.70,1733.60
2004-09-20,1734.05,1741.55,1725.30,1728.80
2004-09-21,1728.75,1753.00,1724.70,1750.20
2004-09-22,1749.75,1760.80,1736.30,1753.90
2004-09-23,1753.10,1753.15,1723.40,1726.10
2004-09-24,1726.15,1736.90,1717.20,1722.50
2004-09-27,1722.40,1726.15,1707.95,1717.50
2004-09-28,1717.45,1717.90,1697.40,1700.20
2004-09-29,1700.55,1730.30,1695.70,1727.90
2004-09-30,1728.30,1748.20,1728.20,1745.50
2004-10-01,1744.40,1778.65,1737.85,1775.10
2004-10-04,1776.75,1813.90,1775.45,1805.60
2004-10-05,1805.85,1816.55,1798.60,1812.40
2004-10-06,1811.70,1824.80,1790.60,1794.90
2004-10-07,1793.00,1821.85,1793.00,1815.70
2004-10-08,1815.65,1825.15,1808.75,1820.20
2004-10-09,1812.85,1824.90,1812.80,1817.80
2004-10-11,1817.85,1829.45,1803.50,1807.70
2004-10-12,1808.45,1820.90,1783.05,1786.90
2004-10-14,1784.80,1805.70,1773.00,1794.70
2004-10-15,1794.80,1814.05,1789.55,1795.00
2004-10-18,1796.05,1806.15,1782.95,1786.00
2004-10-19,1787.20,1813.90,1787.20,1808.40
2004-10-20,1808.60,1815.20,1785.45,1790.00
2004-10-21,1790.35,1795.40,1772.40,1779.70
2004-10-25,1780.00,1783.55,1753.50,1757.20
2004-10-26,1777.85,1782.10,1750.30,1781.00
2004-10-27,1781.15,1797.55,1774.20,1783.80
2004-10-28,1783.90,1808.15,1783.90,1800.10
2004-10-29,1800.85,1808.85,1783.10,1786.90
2004-11-01,1787.30,1800.25,1776.70,1797.70
2004-11-02,1798.30,1817.10,1798.30,1813.70
2004-11-03,1814.15,1838.40,1814.15,1837.40
2004-11-04,1837.80,1853.05,1830.50,1834.80
2004-11-05,1836.05,1854.40,1836.00,1852.30
2004-11-08,1852.45,1871.05,1852.45,1862.80
2004-11-09,1863.55,1869.45,1853.45,1858.70
2004-11-10,1859.65,1878.20,1857.70,1876.10
2004-11-11,1876.45,1884.65,1866.95,1870.50
2004-11-12,1871.90,1885.05,1866.75,1872.90
2004-11-16,1872.80,1881.40,1862.80,1879.00
2004-11-17,1879.05,1892.15,1874.35,1888.60
2004-11-18,1890.45,1895.30,1880.80,1892.00
2004-11-19,1891.95,1898.15,1869.35,1872.30
2004-11-22,1872.55,1878.05,1845.10,1873.30
2004-11-23,1873.35,1900.05,1873.35,1892.60
2004-11-24,1893.15,1907.35,1889.85,1904.00
2004-11-25,1904.25,1915.80,1892.60,1901.00
2004-11-29,1899.30,1942.95,1894.60,1939.60
2004-11-30,1940.25,1963.80,1940.25,1958.80
2004-12-01,1960.75,1971.60,1944.50,1962.00
2004-12-02,1962.75,2001.55,1962.75,1999.00
2004-12-03,1991.90,2011.90,1990.30,1996.20
2004-12-06,1996.30,2012.25,1989.95,1993.10
2004-12-07,1990.60,2002.60,1981.15,1992.70
2004-12-08,1994.15,2009.70,1973.15,1977.90
2004-12-09,1977.80,1995.70,1964.50,1989.90
2004-12-10,1990.20,1999.70,1964.65,1969.00
2004-12-13,1970.60,1987.00,1964.80,1985.30
2004-12-14,1985.20,2008.80,1972.85,2006.80
2004-12-15,2006.80,2034.35,2006.80,2028.70
2004-12-16,2028.80,2039.20,2019.50,2033.20
2004-12-17,2032.85,2037.70,2007.20,2012.10
2004-12-20,2012.50,2029.50,2007.15,2026.80
2004-12-21,2027.80,2047.50,2025.25,2044.60
2004-12-22,2040.60,2053.90,2029.85,2035.30
2004-12-23,2035.60,2049.30,2031.90,2045.10
2004-12-24,2045.35,2065.60,2045.30,2062.70
2004-12-27,2061.60,2079.05,2046.25,2062.60
2004-12-28,2063.60,2074.60,2060.05,2071.30
2004-12-29,2071.55,2086.15,2062.35,2069.60
2004-12-30,2070.55,2088.45,2052.25,2059.80
2004-12-31,2059.85,2083.00,2059.85,2080.50
