Date,Open,High,Low,Close
1996-08-05,1035.73,1038.20,1030.34,1032.20
1996-08-06,1031.80,1038.04,1023.73,1035.50
1996-08-07,1036.59,1050.54,1033.52,1048.50
1996-08-08,1050.43,1054.29,1037.94,1039.20
1996-08-09,1038.76,1042.25,1033.46,1037.90
1996-08-12,1038.11,1039.93,1030.40,1032.10
1996-08-13,1031.05,1031.05,1021.67,1024.40
1996-08-14,1021.18,1027.95,1017.43,1018.40
1996-08-16,1018.28,1019.64,1001.35,1002.20
1996-08-19,1001.19,1001.19,972.96,975.66
1996-08-20,973.13,980.78,968.76,977.34
1996-08-21,980.23,1001.84,980.23,999.19
1996-08-22,1001.45,1010.40,999.85,1002.10
1996-08-23,1001.38,1014.78,1000.49,1012.70
1996-08-26,1011.12,1016.63,1007.25,1009.00
1996-08-27,1009.90,1016.59,1006.02,1014.60
1996-08-28,1015.01,1029.49,1015.01,1027.00
1996-08-29,1028.70,1035.59,1024.67,1025.80
1996-08-30,1025.91,1029.89,1023.44,1029.00
1996-09-02,1028.91,1039.98,1028.91,1036.90
1996-09-03,1039.84,1046.51,1017.46,1023.20
1996-09-04,1022.37,1028.26,1012.15,1026.40
1996-09-05,1028.06,1038.31,1028.06,1037.40
1996-09-06,1038.04,1038.79,1029.96,1032.00
1996-09-09,1030.42,1031.22,1012.34,1013.80
1996-09-10,1014.87,1014.87,996.75,1001.10
1996-09-11,1001.86,1008.79,989.71,991.34
1996-09-12,990.88,992.68,981.01,989.28
1996-09-13,991.65,991.86,979.80,980.72
1996-09-16,980.69,980.69,959.65,962.27
1996-09-17,965.02,975.19,962.93,971.21
1996-09-18,972.73,996.97,969.67,994.43
1996-09-19,996.41,1001.25,975.85,977.76
1996-09-20,979.14,984.45,973.09,977.03
1996-09-23,976.08,976.08,963.19,968.84
1996-09-24,968.78,972.74,965.69,968.91
1996-09-25,967.98,981.75,967.98,971.29
1996-09-26,970.76,970.89,955.60,959.31
1996-09-27,958.79,958.83,942.05,947.23
1996-09-30,945.68,948.41,932.27,943.96
1996-10-01,944.51,945.66,933.56,936.27
1996-10-03,937.16,943.38,921.18,924.92
1996-10-04,924.93,925.93,898.47,904.12
1996-10-07,905.76,905.76,859.65,874.00
1996-10-08,872.57,876.78,850.52,873.90
1996-10-09,873.18,875.85,859.35,874.72
1996-10-10,874.20,900.53,872.83,898.42
1996-10-11,900.11,915.59,897.60,908.79
1996-10-14,907.26,907.26,890.71,892.05
1996-10-15,892.07,902.74,885.23,897.77
1996-10-16,896.63,905.11,891.16,892.77
1996-10-17,891.42,893.33,880.76,892.07
1996-10-18,892.61,899.51,888.61,895.00
1996-10-22,896.87,924.83,896.87,919.09
1996-10-23,924.20,953.44,924.20,951.29
1996-10-24,953.48,956.45,928.45,932.77
1996-10-25,929.42,939.73,929.42,936.95
1996-10-28,936.84,948.37,934.64,935.89
1996-10-29,936.78,936.78,922.89,926.39
1996-10-30,929.03,929.03,929.03,929.03
1996-10-31,927.31,927.31,897.23,909.29
1996-11-01,910.32,915.39,904.95,906.68
1996-11-04,906.56,906.56,886.68,890.13
1996-11-05,890.19,894.40,878.29,881.57
1996-11-06,879.81,880.15,851.77,866.57
1996-11-07,867.24,876.25,866.76,874.89
1996-11-08,876.11,885.68,876.11,884.64
1996-11-10,885.21,886.84,878.57,880.36
1996-11-11,879.28,895.64,876.83,891.27
1996-11-13,895.98,898.54,889.47,896.84
1996-11-14,895.67,897.92,885.21,889.39
1996-11-15,888.58,894.62,885.62,894.31
1996-11-18,893.95,904.89,893.95,904.05
1996-11-19,904.50,905.61,895.86,897.58
1996-11-20,897.99,897.99,875.36,876.61
1996-11-21,876.36,878.26,866.97,869.82
1996-11-22,867.82,868.18,848.13,850.33
1996-11-25,850.24,859.24,826.99,852.26
1996-11-26,856.31,870.84,847.60,855.48
1996-11-27,848.17,848.21,822.17,829.08
1996-11-28,829.28,835.15,823.26,825.47
1996-11-29,825.59,833.81,825.59,830.32
1996-12-02,830.48,834.92,818.61,820.25
1996-12-03,819.77,819.77,804.46,809.43
1996-12-04,805.40,805.82,775.43,788.15
1996-12-05,786.37,808.21,781.54,802.23
1996-12-06,805.51,815.03,805.47,808.19
1996-12-09,809.03,816.20,804.97,808.69
1996-12-10,807.73,808.53,797.66,803.20
1996-12-11,806.46,839.13,803.68,837.07
1996-12-12,838.86,847.36,825.52,827.25
1996-12-13,826.54,826.54,814.89,824.62
1996-12-16,823.71,848.88,823.71,847.27
1996-12-17,846.06,853.36,841.00,850.74
1996-12-18,850.69,871.84,850.69,860.40
1996-12-19,858.03,864.54,853.47,860.58
1996-12-20,864.25,887.92,864.25,884.38
1996-12-23,884.40,890.65,878.10,882.00
1996-12-24,881.85,887.50,874.05,884.05
1996-12-26,887.95,913.35,887.95,911.80
1996-12-31,918.15,922.10,895.60,899.10
1997-01-01,905.20,941.40,905.20,939.55
1997-01-02,941.95,944.00,925.05,927.05
1997-01-03,924.30,932.60,919.55,931.65
1997-01-06,932.45,937.95,925.65,927.80
1997-01-07,926.35,935.15,922.25,928.80
1997-01-08,937.35,953.10,937.35,946.70
1997-01-09,945.15,959.75,943.60,956.60
1997-01-10,962.70,984.10,962.70,980.35
1997-01-13,978.55,982.25,965.50,980.70
1997-01-14,984.00,994.40,977.70,989.30
1997-01-15,997.50,1042.75,997.05,1041.80
1997-01-16,1064.05,1085.75,995.35,1009.40
1997-01-17,994.10,1009.70,976.35,1001.70
1997-01-20,1004.10,1005.55,973.95,977.00
1997-01-21,972.10,980.20,956.45,960.50
1997-01-22,971.40,992.90,971.40,987.10
1997-01-24,991.05,991.40,979.55,985.90
1997-01-27,993.15,1017.30,990.30,1009.10
1997-01-28,1016.00,1025.10,1007.95,1021.80
1997-01-29,1038.10,1043.90,1007.10,1017.20
1997-01-30,1010.60,1012.85,993.50,1000.00
1997-01-31,988.70,988.70,965.85,972.65
1997-02-03,967.90,967.90,944.20,948.20
1997-02-04,947.00,963.20,944.45,958.30
1997-02-05,970.75,984.80,959.50,962.50
1997-02-06,960.75,972.40,953.95,967.75
1997-02-07,969.50,980.95,966.50,978.80
1997-02-10,981.00,986.75,975.15,981.45
1997-02-11,980.95,996.05,978.85,992.75
1997-02-12,991.65,1008.80,990.90,1001.00
1997-02-13,998.45,1005.10,995.35,1002.10
1997-02-14,1001.30,1011.85,1001.10,1009.40
1997-02-17,1017.75,1024.30,1015.10,1020.10
1997-02-18,1020.75,1020.85,998.90,1000.70
1997-02-19,1004.05,1013.05,993.85,1011.80
1997-02-20,1009.55,1009.60,1000.55,1003.10
1997-02-21,1000.75,1002.00,989.50,991.55
1997-02-24,988.70,988.90,961.95,964.75
1997-02-25,962.60,975.25,954.50,966.10
1997-02-26,963.95,970.50,956.75,968.85
1997-02-27,972.35,994.50,972.05,992.75
1997-02-28,998.25,1006.60,996.00,998.65
1997-03-01,1070.80,1106.60,1070.80,1102.90
1997-03-03,1102.45,1140.65,1095.90,1107.70
1997-03-04,1111.75,1121.40,1098.20,1117.30
1997-03-05,1144.25,1167.95,1122.25,1132.90
1997-03-06,1127.00,1135.75,1119.30,1127.20
1997-03-10,1118.80,1118.80,1075.05,1078.70
1997-03-11,1073.80,1083.35,1046.30,1052.00
1997-03-12,1066.55,1088.65,1065.25,1074.20
1997-03-13,1076.85,1078.60,1062.70,1066.50
1997-03-14,1062.20,1076.65,1057.55,1070.10
1997-03-17,1071.95,1076.25,1065.45,1072.60
1997-03-18,1072.30,1074.50,1061.05,1064.30
1997-03-19,1074.25,1079.60,1050.00,1052.00
1997-03-20,1049.00,1059.50,1040.95,1054.80
1997-03-21,1058.70,1069.50,1058.55,1061.40
1997-03-25,1064.50,1067.25,1054.50,1058.30
1997-03-26,1062.50,1067.20,1057.50,1059.20
1997-03-27,1057.45,1059.00,1047.70,1057.80
1997-03-31,1012.15,1012.15,966.80,968.30
1997-04-01,931.95,973.85,931.50,970.15
1997-04-02,982.10,1004.65,982.10,1002.20
1997-04-03,1004.30,1012.75,1000.55,1010.60
1997-04-04,1001.90,1002.00,996.60,1001.00
1997-04-07,997.50,998.00,988.00,990.90
1997-04-09,1009.95,1031.15,1009.95,1030.30
1997-04-10,1024.45,1024.70,1000.30,1008.30
1997-04-11,993.30,1017.20,985.65,1013.40
1997-04-12,1004.90,1009.90,999.30,1003.20
1997-04-15,1010.65,1018.60,1010.65,1014.90
1997-04-17,1020.40,1036.15,1018.25,1035.20
1997-04-21,1041.45,1061.80,1041.25,1060.60
1997-04-22,1066.70,1073.90,1056.40,1059.80
1997-04-23,1065.95,1078.05,1063.85,1071.00
1997-04-24,1071.40,1075.90,1063.30,1067.20
1997-04-25,1065.40,1071.05,1062.95,1069.40
1997-04-28,1068.60,1070.70,1061.20,1065.40
1997-04-29,1063.60,1065.40,1052.80,1057.40
1997-04-30,1081.10,1088.40,1075.95,1079.80
1997-05-02,1074.70,1074.70,1063.75,1069.00
1997-05-05,1061.80,1061.80,1043.55,1045.50
1997-05-06,1045.80,1050.55,1038.75,1048.40
1997-05-07,1053.10,1055.05,1042.55,1044.40
1997-05-08,1043.70,1055.40,1039.80,1054.00
1997-05-09,1054.60,1063.00,1048.05,1053.30
1997-05-12,1052.80,1056.50,1039.05,1040.50
1997-05-13,1041.05,1042.25,1027.50,1031.00
1997-05-14,1030.35,1044.15,1018.15,1041.60
1997-05-15,1041.65,1049.00,1036.25,1045.00
1997-05-16,1043.40,1049.75,1041.10,1048.40
1997-05-19,1052.20,1059.25,1048.05,1050.80
1997-05-20,1051.55,1053.25,1045.30,1050.80
1997-05-21,1047.50,1049.70,1040.55,1042.00
1997-05-22,1042.45,1043.80,1034.35,1037.20
1997-05-23,1037.00,1039.00,1028.75,1033.70
1997-05-26,1032.15,1035.80,1025.50,1026.90
1997-05-27,1027.50,1031.50,1023.45,1025.70
1997-05-28,1032.50,1035.35,1024.55,1027.00
1997-05-29,1024.75,1040.05,1023.80,1038.20
1997-05-30,1039.85,1051.20,1038.30,1050.90
1997-06-02,1053.05,1066.15,1051.05,1064.90
1997-06-03,1067.65,1081.75,1067.55,1073.70
1997-06-04,1081.55,1090.95,1078.80,1085.70
1997-06-05,1089.85,1095.50,1082.85,1086.60
1997-06-06,1087.50,1091.05,1081.30,1082.70
1997-06-09,1082.95,1082.95,1071.55,1074.60
1997-06-10,1075.30,1084.15,1075.20,1081.10
1997-06-11,1090.45,1108.95,1090.45,1104.60
1997-06-12,1106.10,1122.20,1105.75,1120.70
1997-06-13,1124.95,1147.50,1122.75,1136.30
1997-06-16,1135.30,1141.05,1121.85,1129.70
1997-06-17,1134.90,1145.80,1127.15,1138.80
1997-06-18,1162.20,1171.00,1156.05,1159.80
1997-06-19,1151.95,1161.70,1145.35,1159.80
1997-06-20,1162.70,1174.15,1154.30,1158.30
1997-06-23,1159.60,1163.00,1149.30,1153.70
1997-06-24,1154.95,1161.95,1146.85,1155.30
1997-06-25,1166.10,1175.00,1158.90,1161.90
1997-06-26,1164.00,1177.60,1160.25,1168.20
1997-06-27,1168.30,1174.75,1165.95,1169.60
1997-06-30,1167.45,1194.75,1164.50,1192.40
1997-07-01,1201.30,1206.10,1193.55,1200.40
1997-07-02,1214.70,1237.05,1212.60,1222.90
1997-07-03,1222.45,1235.45,1209.45,1214.90
1997-07-04,1218.95,1222.60,1209.45,1216.10
1997-07-07,1217.40,1226.60,1208.25,1209.70
1997-07-08,1205.10,1205.80,1193.35,1198.20
1997-07-09,1211.60,1239.55,1211.60,1236.50
1997-07-10,1248.10,1252.70,1234.95,1239.10
1997-07-11,1233.50,1233.50,1217.00,1221.10
1997-07-14,1212.40,1215.60,1176.60,1187.00
1997-07-15,1190.50,1195.40,1180.75,1183.30
1997-07-16,1195.55,1207.00,1179.25,1183.00
1997-07-17,1182.85,1185.30,1173.00,1181.40
1997-07-21,1171.35,1171.35,1153.75,1165.00
1997-07-22,1169.55,1176.40,1165.15,1173.20
1997-07-23,1184.05,1201.75,1183.90,1200.70
1997-07-24,1204.35,1213.40,1195.20,1199.90
1997-07-25,1194.75,1195.95,1179.00,1185.00
1997-07-28,1185.25,1187.85,1176.95,1181.60
1997-07-29,1182.60,1190.55,1180.10,1190.30
1997-07-30,1196.65,1205.80,1195.85,1197.90
1997-07-31,1203.95,1224.70,1201.85,1221.50
1997-08-01,1224.40,1233.85,1219.90,1232.40
1997-08-04,1238.75,1254.50,1237.95,1250.40
1997-08-05,1250.50,1275.45,1249.70,1273.10
1997-08-06,1273.65,1297.10,1273.65,1292.90
1997-08-07,1292.80,1292.80,1259.05,1269.60
1997-08-08,1269.55,1269.55,1253.20,1256.90
1997-08-11,1256.85,1260.00,1247.65,1258.30
1997-08-12,1258.50,1272.00,1243.95,1248.40
1997-08-13,1248.30,1251.40,1240.90,1244.60
1997-08-14,1244.40,1245.80,1226.10,1227.90
1997-08-18,1228.40,1228.45,1198.75,1201.40
1997-08-19,1201.50,1203.15,1177.10,1180.70
1997-08-20,1179.55,1200.25,1178.65,1198.20
1997-08-21,1198.80,1212.15,1179.30,1181.50
1997-08-22,1181.55,1181.60,1158.45,1160.40
1997-08-25,1160.40,1160.40,1119.65,1144.30
1997-08-26,1144.55,1160.45,1144.05,1151.70
1997-08-27,1152.40,1184.85,1152.40,1168.40
1997-08-28,1168.40,1168.40,1132.25,1134.60
1997-08-29,1134.20,1134.20,1098.90,1105.00
1997-09-01,1105.45,1115.00,1097.95,1104.70
1997-09-02,1104.90,1125.85,1102.45,1117.10
1997-09-03,1118.45,1145.40,1118.45,1134.70
1997-09-04,1134.30,1138.80,1123.70,1137.10
1997-09-05,1137.20,1152.30,1137.20,1149.20
1997-09-08,1148.70,1160.85,1136.85,1158.20
1997-09-09,1158.30,1168.35,1154.95,1159.50
1997-09-10,1159.00,1159.00,1143.95,1154.50
1997-09-11,1154.60,1163.30,1152.55,1154.30
1997-09-12,1154.20,1154.20,1138.25,1142.80
1997-09-15,1142.75,1143.35,1136.30,1141.00
1997-09-16,1141.10,1149.25,1137.80,1140.10
1997-09-17,1140.30,1141.75,1132.75,1134.20
1997-09-18,1133.60,1133.60,1101.65,1109.30
1997-09-19,1109.60,1115.15,1099.60,1104.30
1997-09-22,1104.25,1104.25,1082.50,1085.00
1997-09-23,1084.40,1090.95,1079.60,1088.60
1997-09-24,1089.15,1108.15,1089.15,1100.80
1997-09-25,1100.85,1112.40,1098.35,1111.30
1997-09-26,1111.65,1122.25,1111.65,1116.10
1997-09-29,1124.90,1133.40,1122.60,1125.70
1997-09-30,1125.65,1125.65,1112.50,1123.80
1997-10-01,1123.45,1123.45,1102.45,1114.70
1997-10-09,1119.10,1135.95,1118.65,1134.50
1997-10-10,1135.30,1166.05,1133.60,1163.50
1997-10-13,1165.50,1177.50,1153.85,1156.90
1997-10-14,1156.45,1158.80,1131.00,1137.90
1997-10-15,1138.45,1152.65,1138.45,1150.40
1997-10-16,1150.45,1171.60,1150.45,1168.30
1997-10-17,1168.75,1181.15,1168.70,1177.80
1997-10-20,1177.50,1189.40,1172.05,1188.20
1997-10-21,1188.20,1192.00,1171.20,1174.90
1997-10-22,1175.55,1184.90,1168.30,1169.80
1997-10-23,1169.40,1171.05,1140.80,1151.60
1997-10-24,1151.45,1151.45,1122.55,1136.60
1997-10-27,1136.00,1136.00,1116.00,1120.80
1997-10-28,1120.60,1120.60,1028.20,1032.60
1997-10-29,1033.00,1108.50,1033.00,1107.00
1997-10-30,1106.90,1106.90,1080.15,1085.20
1997-11-03,1085.75,1096.05,1071.20,1084.00
1997-11-04,1083.80,1097.05,1079.55,1090.20
1997-11-05,1091.20,1096.05,1081.90,1085.00
1997-11-06,1084.80,1085.20,1068.40,1080.90
1997-11-07,1081.15,1081.45,1072.15,1074.80
1997-11-10,1074.50,1074.50,1064.40,1065.90
1997-11-11,1065.90,1076.50,1064.30,1073.30
1997-11-12,1073.30,1073.30,1042.35,1045.00
1997-11-13,1044.55,1044.55,1013.10,1022.40
1997-11-17,1022.30,1028.50,1014.55,1024.90
1997-11-18,1025.30,1025.40,1004.20,1009.80
1997-11-19,1009.55,1009.55,971.20,987.85
1997-11-20,987.70,1004.80,974.20,995.15
1997-11-21,994.85,1014.50,990.40,1005.70
1997-11-24,1005.70,1010.65,979.75,981.25
1997-11-25,981.10,1015.20,974.70,1010.70
1997-11-26,1011.40,1028.90,1011.05,1016.80
1997-11-27,1016.95,1048.95,1011.90,1046.70
1997-11-28,1046.35,1046.35,1014.85,1023.90
1997-12-01,1023.85,1033.90,1008.45,1032.60
1997-12-02,1033.15,1041.25,1024.85,1029.80
1997-12-03,1030.20,1037.40,1022.05,1030.70
1997-12-04,1030.20,1036.60,1007.80,1011.70
1997-12-05,1011.40,1024.35,1002.45,1006.30
1997-12-08,1006.65,1014.15,1003.20,1008.80
1997-12-09,1008.50,1011.50,979.70,984.05
1997-12-10,983.20,983.20,965.85,971.90
1997-12-11,971.70,978.80,943.00,973.65
1997-12-12,973.70,979.10,963.85,965.15
1997-12-15,965.00,980.65,957.20,979.85
1997-12-16,980.00,1007.75,979.80,1002.30
1997-12-17,1002.25,1017.60,1002.15,1013.10
1997-12-18,1013.50,1023.85,1008.15,1009.70
1997-12-19,1009.30,1029.75,1006.80,1028.40
1997-12-22,1028.45,1053.40,1028.45,1051.40
1997-12-23,1051.45,1066.25,1049.55,1054.80
1997-12-24,1054.80,1055.50,1032.95,1054.10
1997-12-26,1054.15,1066.00,1054.15,1061.40
1997-12-29,1061.65,1081.50,1060.20,1079.00
1997-12-30,1078.75,1080.20,1054.55,1058.50
1997-12-31,1058.45,1083.35,1057.75,1079.40
1998-01-01,1078.95,1084.50,1074.15,1081.20
1998-01-02,1081.00,1091.30,1081.00,1086.20
1998-01-05,1086.60,1102.15,1086.60,1091.60
1998-01-06,1091.25,1091.25,1074.10,1079.10
1998-01-07,1079.95,1097.30,1071.75,1082.40
1998-01-08,1082.05,1082.05,1054.00,1057.70
1998-01-09,1057.65,1057.65,1028.70,1033.50
1998-01-12,1033.20,1033.20,992.50,995.80
1998-01-13,995.70,1016.80,995.70,999.10
1998-01-14,999.45,1019.85,990.75,997.55
1998-01-15,997.50,1001.30,975.65,989.65
1998-01-16,990.05,999.80,987.10,997.80
1998-01-19,998.30,1019.75,992.05,1017.20
1998-01-20,1017.25,1029.65,1008.80,1011.40
